OID_,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK,FROM_X,FROM_Y,NEAR_X,NEAR_Y,NEAR_ANGLE
114,3,38,104.301937030050198,30,-123.781582597999943,39.512277930000039,-123.781595969999955,39.513217316000066,-0.631712340989207
115,3,29,107.764430605267663,31,-123.781582597999943,39.512277930000039,-123.781117382999980,39.513179192000052,21.792516704597290
116,3,39,113.452648808342744,32,-123.781582597999943,39.512277930000039,-123.781566280999982,39.513299715000073,0.708667963420994
117,3,40,117.287388966052845,33,-123.781582597999943,39.512277930000039,-123.781409172999986,39.513325757000075,7.305393957426507
118,3,23,125.984865125881569,34,-123.781582597999943,39.512277930000039,-123.781002124999986,39.513319792000061,23.342684850162076
119,3,24,126.513657779536487,35,-123.781582597999943,39.512277930000039,-123.781053355999973,39.513341141000069,21.084805391366238
120,3,27,127.592694650912875,36,-123.781582597999943,39.512277930000039,-123.781131124999945,39.513372654000079,17.715506870727591
121,3,22,129.935699806255059,37,-123.781582597999943,39.512277930000039,-123.780898230999981,39.513321319000056,26.932681625080711
122,3,25,136.171146940618399,38,-123.781582597999943,39.512277930000039,-123.780929363999974,39.513395184000046,24.364520661921361
123,3,21,138.015301271580995,39,-123.781582597999943,39.512277930000039,-123.780778614999974,39.513353792000032,30.063507736571218
124,3,28,138.041943221260595,40,-123.781582597999943,39.512277930000039,-123.781216732999951,39.513488541000072,13.174941140458774
125,3,43,141.418335745798032,41,-123.781582597999943,39.512277930000039,-123.782814462999966,39.513121722000051,-48.512794559683030
126,3,26,142.348539275308269,42,-123.781582597999943,39.512277930000039,-123.781047664999960,39.513491259000034,18.854632179425359
127,4,3,10.327457644517315,1,-123.781482132999940,39.512328889000059,-123.781582597999943,39.512277930000039,-123.218541318721961
128,4,18,18.130713345889422,2,-123.781482132999940,39.512328889000059,-123.781350501999952,39.512201327000071,141.364931906414768
129,4,5,18.565874744318275,3,-123.781482132999940,39.512328889000059,-123.781521355999985,39.512493328000062,-10.467794020693248
130,4,6,19.471629127264407,4,-123.781482132999940,39.512328889000059,-123.781658761999950,39.512438617000043,-51.269440573777445
131,4,2,20.514197731785600,5,-123.781482132999940,39.512328889000059,-123.781720581999991,39.512323727000080,-91.600825106749667
132,4,1,25.365680040214890,6,-123.781482132999940,39.512328889000059,-123.781757849999963,39.512410051000074,-69.191445610107380
133,4,7,29.450883540541110,7,-123.781482132999940,39.512328889000059,-123.781527402999984,39.512591824000026,-7.596186946463872
134,4,16,31.731014084533403,8,-123.781482132999940,39.512328889000059,-123.781372005999970,39.512601662000066,17.365604678809014
135,4,15,36.107858408098245,9,-123.781482132999940,39.512328889000059,-123.781379832999960,39.512644310000042,14.101900922432378
136,4,8,37.542333137791346,10,-123.781482132999940,39.512328889000059,-123.781548472999987,39.512663104000069,-8.740778227024785
137,4,9,41.509666316977281,11,-123.781482132999940,39.512328889000059,-123.781431388999977,39.512700693000056,6.034599891141683
138,4,17,43.058058330750143,12,-123.781482132999940,39.512328889000059,-123.781138794999947,39.512611166000056,43.293292034440242
139,4,42,45.058973575834507,13,-123.781482132999940,39.512328889000059,-123.781979398999965,39.512456761000067,-71.634408958800947
140,4,14,48.262271949749952,14,-123.781482132999940,39.512328889000059,-123.781172821999974,39.512691600000039,33.446379263560502
